GENDER,AGE_GRP,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,TRAVEL_COMPANIONS_NUM,TRAVEL_MISSION_INT,VISIT_AREA_NM,VISIT_AREA_TYPE_CD,DGSTFN,VISIT_AREA_NM_CODE
1,30.0,2.0,1.0,2.0,1.0,6.0,1.0,7.0,4.0,5.0,1.0,21,자라섬,7,5.0,7429
1,40.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,6.0,2.0,0.0,1,일산호수공원,1,5.0,7389
1,30.0,7.0,2.0,7.0,1.0,1.0,5.0,1.0,2.0,7.0,0.0,6,부락산,1,5.0,3781
0,30.0,5.0,4.0,3.0,3.0,4.0,3.0,2.0,5.0,1.0,0.0,6,롯데월드 어드벤처,6,4.0,2833
0,20.0,5.0,6.0,1.0,1.0,1.0,5.0,1.0,1.0,6.0,1.0,1,국립현대미술관 서울관,3,5.0,1204
0,30.0,7.0,4.0,1.0,1.0,2.0,7.0,2.0,7.0,1.0,0.0,10,서울 선릉과 정릉,2,5.0,4408
1,40.0,6.0,5.0,6.0,5.0,6.0,4.0,3.0,3.0,1.0,0.0,13,청계천,7,4.0,8400
0,20.0,2.0,7.0,6.0,1.0,2.0,6.0,2.0,6.0,6.0,1.0,2,상동호수공원,1,5.0,4231
0,30.0,4.0,1.0,4.0,4.0,1.0,4.0,7.0,4.0,7.0,1.0,2,명동거리,4,3.0,3051
0,40.0,2.0,2.0,6.0,4.0,2.0,2.0,6.0,3.0,4.0,0.0,9,나혜석거리,4,4.0,1572
0,20.0,4.0,3.0,2.0,7.0,6.0,4.0,2.0,5.0,7.0,5.0,21,한성백제박물관,2,4.0,9468
0,30.0,1.0,1.0,1.0,3.0,3.0,2.0,6.0,6.0,1.0,0.0,3,은평한옥마을,7,5.0,7036
0,20.0,2.0,3.0,2.0,5.0,6.0,3.0,2.0,7.0,7.0,0.0,3,대한불교조계종 신륵사,2,4.0,2220
0,50.0,6.0,2.0,4.0,2.0,6.0,4.0,2.0,6.0,7.0,0.0,1,남대문시장,4,4.0,1617
1,50.0,2.0,3.0,6.0,3.0,2.0,4.0,2.0,6.0,1.0,0.0,1,현대프리미엄아울렛 송도점,4,4.0,9723
0,40.0,6.0,7.0,4.0,2.0,4.0,2.0,6.0,2.0,6.0,2.0,5,신세계프리미엄아울렛 여주,4,5.0,5401
0,50.0,2.0,6.0,2.0,4.0,4.0,4.0,6.0,3.0,1.0,2.0,3,경복궁,2,5.0,560
0,30.0,2.0,1.0,3.0,2.0,4.0,1.0,2.0,6.0,3.0,1.0,8,무지개서는마을,7,4.0,3231
0,20.0,4.0,1.0,1.0,1.0,5.0,3.0,4.0,3.0,2.0,1.0,9,현대백화점유플렉스 신촌점,4,5.0,9713
1,40.0,4.0,1.0,2.0,1.0,3.0,4.0,2.0,2.0,8.0,1.0,3,수원시립미술관,3,5.0,5102
1,60.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,6.0,3.0,1.0,3,청계광장,7,5.0,8394
1,20.0,2.0,2.0,3.0,5.0,2.0,5.0,2.0,6.0,7.0,0.0,6,서축공업기념관,3,5.0,4498
0,20.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,1.0,2,일산호수공원,1,4.0,7389
1,30.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,6.0,1.0,1.0,1,스타필드 하남,4,5.0,5260
0,30.0,4.0,7.0,1.0,3.0,4.0,4.0,3.0,5.0,2.0,0.0,1,다이소 공릉점,4,3.0,1891
0,30.0,2.0,7.0,2.0,6.0,1.0,1.0,7.0,1.0,1.0,0.0,1,화성시우리꽃식물원,6,4.0,9897
1,50.0,4.0,4.0,5.0,2.0,2.0,3.0,2.0,6.0,1.0,2.0,1,신세계프리미엄아울렛 여주,4,5.0,5401
0,30.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,7.0,0.0,3,남한산성 행궁,2,5.0,1706
1,20.0,2.0,2.0,2.0,5.0,4.0,3.0,6.0,2.0,6.0,1.0,11,리멤버 수원직영점,4,4.0,2860
0,20.0,2.0,2.0,1.0,5.0,3.0,3.0,2.0,7.0,1.0,0.0,3,광교호수공원,1,4.0,923
1,60.0,3.0,4.0,3.0,6.0,3.0,4.0,4.0,4.0,1.0,1.0,28,연천율무축제,8,3.0,6103
0,20.0,4.0,3.0,3.0,6.0,5.0,5.0,3.0,3.0,7.0,0.0,6,현대백화점 신촌점,4,5.0,9704
1,20.0,2.0,1.0,3.0,4.0,2.0,3.0,7.0,2.0,3.0,1.0,1,전통주갤러리,2,5.0,7663
1,30.0,2.0,3.0,3.0,4.0,3.0,5.0,3.0,4.0,2.0,0.0,3,벌말근린공원,1,4.0,3592
1,20.0,4.0,5.0,5.0,6.0,4.0,5.0,5.0,5.0,6.0,3.0,21,롯데프리미엄아울렛 이천점,4,4.0,2844
0,30.0,2.0,2.0,4.0,3.0,4.0,3.0,5.0,7.0,3.0,1.0,22,강천섬유원지,1,5.0,401
0,30.0,3.0,4.0,6.0,5.0,5.0,4.0,6.0,5.0,2.0,0.0,3,종묘,2,5.0,7968
0,20.0,3.0,2.0,2.0,1.0,2.0,5.0,5.0,5.0,1.0,1.0,2,양주나리농원,1,5.0,5853
1,50.0,3.0,6.0,3.0,3.0,3.0,5.0,3.0,6.0,3.0,1.0,24,지혜의숲,3,4.0,8132
0,20.0,6.0,3.0,5.0,4.0,4.0,5.0,1.0,5.0,2.0,1.0,4,범계역광장,3,5.0,3595
0,30.0,5.0,3.0,1.0,4.0,5.0,7.0,7.0,7.0,4.0,0.0,6,봄날아트홀,3,5.0,3735
0,30.0,3.0,2.0,3.0,6.0,4.0,3.0,7.0,1.0,8.0,0.0,6,마이랜드,6,2.0,2907
1,20.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,9,포천아트밸리,1,5.0,9132
0,30.0,2.0,7.0,1.0,1.0,1.0,7.0,1.0,7.0,1.0,1.0,3,수원화성 팔달문,2,4.0,5128
0,20.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,1.0,23,경의선숲길,1,5.0,587
1,20.0,6.0,6.0,3.0,6.0,2.0,5.0,6.0,5.0,2.0,0.0,3,종묘,2,5.0,7968
1,20.0,6.0,1.0,1.0,3.0,6.0,2.0,1.0,3.0,7.0,0.0,4,청라호수공원,1,5.0,8420
0,30.0,4.0,4.0,4.0,3.0,1.0,2.0,4.0,6.0,2.0,1.0,2,북한강,1,5.0,3891
1,30.0,2.0,6.0,1.0,6.0,3.0,2.0,7.0,7.0,1.0,0.0,6,궁평항,1,5.0,1271
0,60.0,2.0,2.0,2.0,3.0,2.0,2.0,6.0,4.0,3.0,1.0,3,남한산성,2,5.0,1702
1,30.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,2.0,6.0,0.0,12,남산공원 N서울타워,1,5.0,1645
1,30.0,4.0,2.0,2.0,3.0,3.0,2.0,5.0,4.0,2.0,0.0,4,문화역서울284,3,4.0,3298
0,20.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,1.0,1.0,4,신촌이대거리,4,4.0,5439
0,20.0,2.0,1.0,1.0,2.0,6.0,6.0,2.0,6.0,1.0,0.0,3,수원화성 연무대 관광안내소,2,4.0,5126
0,40.0,4.0,3.0,6.0,4.0,3.0,3.0,1.0,3.0,1.0,0.0,13,검단산,1,5.0,513
0,40.0,6.0,2.0,4.0,1.0,7.0,7.0,7.0,2.0,8.0,0.0,3,북촌한옥마을,7,3.0,3885
0,30.0,2.0,2.0,2.0,4.0,3.0,2.0,7.0,5.0,1.0,1.0,9,예스파크,3,5.0,6251
0,20.0,5.0,1.0,2.0,3.0,5.0,6.0,6.0,5.0,1.0,1.0,3,석촌호수 동호,1,4.0,4566
0,20.0,4.0,3.0,4.0,3.0,1.0,3.0,6.0,3.0,2.0,0.0,6,부천자연생태공원,1,5.0,3851
1,30.0,2.0,2.0,7.0,1.0,6.0,6.0,6.0,2.0,3.0,2.0,1,현대프리미엄아울렛 김포점,4,5.0,9721
0,20.0,4.0,1.0,2.0,4.0,5.0,3.0,5.0,7.0,1.0,0.0,1,인천 펜타포트락페스티벌,8,3.0,7335
0,50.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,6.0,1.0,3.0,24,용문산자연휴양림,1,3.0,6602
1,20.0,5.0,5.0,3.0,3.0,6.0,5.0,3.0,6.0,1.0,0.0,28,불암산,1,4.0,3920
0,20.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,5.0,1.0,1.0,9,서울숲,1,5.0,4443
0,30.0,2.0,1.0,3.0,2.0,4.0,5.0,6.0,7.0,1.0,4.0,6,산정랜드,1,4.0,4111
0,30.0,3.0,1.0,6.0,2.0,4.0,3.0,6.0,6.0,3.0,1.0,1,29CM SEONGSU,4,4.0,30
0,30.0,4.0,1.0,3.0,2.0,2.0,4.0,4.0,7.0,3.0,2.0,2,두타몰,4,4.0,2557
0,30.0,2.0,2.0,3.0,3.0,6.0,2.0,2.0,6.0,1.0,0.0,22,효원공원 월화원,1,3.0,10032
0,40.0,4.0,3.0,6.0,3.0,2.0,2.0,7.0,2.0,6.0,0.0,28,남문로데오시장,4,4.0,1633
0,40.0,2.0,4.0,1.0,4.0,2.0,2.0,3.0,5.0,1.0,0.0,3,동장대 화성어차 연무대 매표소,2,4.0,2502
1,20.0,4.0,1.0,1.0,1.0,4.0,2.0,2.0,7.0,7.0,1.0,22,연천은대리성,1,5.0,6104
0,20.0,4.0,3.0,3.0,6.0,5.0,5.0,3.0,3.0,7.0,0.0,6,신촌파랑고래,3,5.0,5440
1,30.0,4.0,1.0,2.0,5.0,1.0,5.0,6.0,3.0,2.0,1.0,23,남이섬,1,5.0,1680
0,60.0,5.0,3.0,2.0,1.0,3.0,1.0,3.0,7.0,7.0,0.0,22,야끼화로 송도점,4,4.0,5807
1,30.0,6.0,2.0,2.0,2.0,4.0,4.0,6.0,2.0,3.0,3.0,1,현대백화점 미아점,4,1.0,9703
0,30.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,2,자라섬 꽃테마공원,6,3.0,7431
0,40.0,5.0,3.0,1.0,1.0,4.0,3.0,5.0,7.0,1.0,0.0,6,마이아트뮤지엄,3,5.0,2911
1,30.0,4.0,3.0,5.0,3.0,3.0,5.0,3.0,6.0,3.0,1.0,2,광장시장 전골목,4,5.0,956
0,30.0,3.0,6.0,6.0,2.0,6.0,2.0,2.0,5.0,3.0,3.0,2,신사개나리공원,1,4.0,5370
0,20.0,4.0,1.0,1.0,5.0,4.0,5.0,7.0,6.0,1.0,1.0,1,원더마마,4,5.0,6805
1,60.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,1.0,0.0,3,서삼릉 인종인성왕후효릉,2,4.0,4393
1,20.0,4.0,1.0,1.0,3.0,4.0,2.0,6.0,1.0,2.0,2.0,23,솔찬공원,1,4.0,4954
1,30.0,4.0,1.0,2.0,1.0,1.0,4.0,3.0,5.0,2.0,1.0,6,IFC몰,4,3.0,144
0,30.0,2.0,2.0,2.0,4.0,6.0,2.0,3.0,6.0,1.0,0.0,6,서울돈화문국악당,3,4.0,4428
0,40.0,6.0,4.0,2.0,1.0,5.0,6.0,5.0,6.0,3.0,1.0,22,화담숲,1,3.0,9873
0,20.0,6.0,3.0,2.0,5.0,6.0,4.0,3.0,6.0,1.0,0.0,6,노무현시민센터,3,3.0,1784
1,30.0,5.0,1.0,2.0,2.0,4.0,2.0,3.0,6.0,2.0,1.0,3,오이도선사유적공원,2,5.0,6355
0,20.0,2.0,1.0,4.0,6.0,6.0,3.0,6.0,4.0,1.0,1.0,8,자라섬재즈페스티벌,8,4.0,7435
0,20.0,7.0,6.0,6.0,3.0,1.0,4.0,6.0,4.0,7.0,2.0,4,킨텍스,8,5.0,8791
1,20.0,1.0,4.0,5.0,6.0,1.0,4.0,5.0,1.0,2.0,0.0,3,남한산성 행궁,2,5.0,1706
0,30.0,2.0,1.0,6.0,4.0,6.0,3.0,3.0,6.0,1.0,1.0,26,서울특별시청,7,5.0,4486
0,50.0,2.0,7.0,6.0,4.0,2.0,7.0,3.0,2.0,1.0,2.0,3,청와대  본관 영빈관등,2,4.0,8454
1,40.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,4,명동거리,4,5.0,3051
1,30.0,5.0,2.0,2.0,2.0,6.0,4.0,2.0,5.0,3.0,1.0,2,보정동카페거리,4,4.0,3718
0,30.0,3.0,6.0,2.0,6.0,6.0,6.0,6.0,4.0,1.0,2.0,27,물향기수목원,1,4.0,3323
0,20.0,2.0,1.0,2.0,4.0,4.0,4.0,3.0,6.0,6.0,3.0,5,양화한강공원,1,5.0,5865
1,20.0,4.0,3.0,2.0,3.0,5.0,5.0,2.0,4.0,1.0,1.0,23,서울숲 곤충식물원,6,5.0,4445
0,20.0,4.0,3.0,1.0,4.0,4.0,5.0,2.0,4.0,3.0,1.0,6,롯데마트 서울역점,4,3.0,2736
0,40.0,3.0,2.0,3.0,2.0,3.0,5.0,3.0,5.0,8.0,4.0,3,웨스틴조선호텔 서울 수영장,6,5.0,6918
0,20.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,0.0,3,덕수궁,2,5.0,2283
0,60.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,23,도산근린공원,1,5.0,2353
1,20.0,4.0,3.0,2.0,3.0,5.0,5.0,2.0,4.0,1.0,1.0,23,여의도한강공원,1,5.0,6054
0,30.0,3.0,2.0,3.0,6.0,4.0,3.0,7.0,1.0,8.0,0.0,6,동인천 중앙시장 / 인천둘레길12코스,4,3.0,2499
0,30.0,4.0,4.0,2.0,2.0,3.0,6.0,4.0,1.0,3.0,2.0,1,코엑스,4,4.0,8744
0,50.0,3.0,7.0,2.0,4.0,4.0,2.0,7.0,4.0,2.0,0.0,1,신세계백화점 경기점,4,4.0,5384
1,40.0,6.0,4.0,5.0,2.0,2.0,6.0,3.0,4.0,1.0,3.0,23,석촌호수 서호,7,4.0,4567
0,20.0,2.0,1.0,3.0,3.0,5.0,5.0,2.0,3.0,7.0,0.0,3,서울우리소리박물관,2,4.0,4476
0,20.0,4.0,1.0,4.0,2.0,4.0,2.0,2.0,3.0,2.0,0.0,6,정약용유적지,2,4.0,7713
1,20.0,3.0,1.0,1.0,3.0,4.0,2.0,1.0,6.0,1.0,1.0,23,동대문디자인플라자,3,4.0,2425
0,30.0,2.0,2.0,2.0,5.0,6.0,6.0,6.0,6.0,2.0,1.0,21,만석공원,1,4.0,2937
0,20.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,6.0,2.0,1.0,1,SH아트홀,3,4.0,203
0,40.0,2.0,6.0,1.0,5.0,6.0,6.0,2.0,1.0,1.0,3.0,4,백운호수,7,5.0,3561
0,30.0,3.0,2.0,2.0,3.0,5.0,5.0,6.0,6.0,3.0,1.0,27,정발산,1,5.0,7698
1,30.0,2.0,4.0,6.0,6.0,1.0,2.0,6.0,2.0,1.0,0.0,3,가회동백인제가옥,1,2.0,281
0,30.0,3.0,1.0,2.0,2.0,4.0,4.0,3.0,4.0,7.0,1.0,6,롯데백화점 본점,4,4.0,2775
1,30.0,5.0,2.0,2.0,5.0,2.0,7.0,7.0,1.0,7.0,0.0,2,서울역사박물관,2,5.0,4475
0,20.0,6.0,2.0,2.0,2.0,4.0,6.0,5.0,2.0,7.0,0.0,21,평촌중앙공원,1,4.0,9090
1,20.0,1.0,1.0,1.0,4.0,3.0,1.0,7.0,4.0,3.0,2.0,21,롯데월드타워&롯데월드몰,6,5.0,2838
0,30.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,1.0,3.0,3.0,1,소피텔 앰배서더 서울 온천/사우나 16층,5,5.0,4909
0,30.0,4.0,3.0,4.0,3.0,4.0,5.0,5.0,7.0,7.0,1.0,9,예술의전당 한가람미술관,3,4.0,6249
1,40.0,2.0,2.0,2.0,3.0,6.0,4.0,1.0,5.0,3.0,3.0,5,인천차이나타운,4,4.0,7367
0,20.0,4.0,1.0,6.0,2.0,2.0,4.0,6.0,4.0,10.0,1.0,1,서울숲카페거리,4,4.0,4448
1,40.0,1.0,4.0,7.0,7.0,7.0,1.0,4.0,4.0,1.0,0.0,27,이천시립박물관,2,3.0,7240
0,20.0,4.0,2.0,1.0,3.0,5.0,2.0,4.0,4.0,9.0,1.0,1,망원한강공원,1,4.0,2980
0,40.0,3.0,4.0,2.0,4.0,5.0,3.0,6.0,3.0,3.0,5.0,8,숲속 놀이터,7,4.0,5205
0,30.0,1.0,1.0,1.0,3.0,3.0,2.0,6.0,6.0,1.0,0.0,3,경복궁돌담 청와대 사잇길,7,5.0,562
0,50.0,3.0,1.0,1.0,5.0,4.0,4.0,2.0,2.0,3.0,4.0,3,남산서울타워,6,3.0,1648
0,50.0,2.0,6.0,2.0,4.0,4.0,4.0,6.0,3.0,1.0,2.0,3,서울도서관,3,4.0,4426
1,20.0,2.0,7.0,6.0,4.0,2.0,5.0,3.0,2.0,8.0,0.0,4,수도박물관,2,3.0,5038
1,20.0,1.0,4.0,2.0,6.0,4.0,3.0,5.0,4.0,5.0,0.0,22,잠원한강공원,1,5.0,7478
0,30.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,6.0,1.0,1.0,23,세븐일레븐 역삼보브점,4,5.0,4763
0,50.0,1.0,1.0,6.0,6.0,6.0,5.0,4.0,4.0,6.0,0.0,7,남산공원,1,3.0,1644
1,40.0,2.0,2.0,3.0,4.0,3.0,3.0,5.0,6.0,2.0,0.0,3,임진강 평화 전망대,2,5.0,7414
0,30.0,4.0,3.0,1.0,3.0,4.0,4.0,1.0,7.0,1.0,1.0,22,러쉬 강남역점,4,4.0,2680
0,30.0,1.0,1.0,1.0,3.0,3.0,2.0,6.0,6.0,1.0,0.0,3,보안여관,3,4.0,3710
0,40.0,5.0,2.0,5.0,2.0,2.0,5.0,5.0,3.0,3.0,1.0,1,오니츠카타이거 가로수길점,4,4.0,6270
1,40.0,2.0,4.0,4.0,5.0,6.0,6.0,2.0,4.0,3.0,1.0,28,아차산,7,5.0,5622
0,20.0,5.0,4.0,5.0,3.0,2.0,5.0,3.0,6.0,1.0,0.0,6,보안1942,3,4.0,3709
0,30.0,2.0,4.0,2.0,4.0,3.0,4.0,3.0,6.0,3.0,3.0,2,남도꽃정원,8,3.0,1622
1,40.0,2.0,2.0,3.0,4.0,4.0,4.0,6.0,3.0,3.0,2.0,2,허브아일랜드,3,4.0,9679
0,30.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,8,춘천중도물레길,5,5.0,8582
1,20.0,3.0,2.0,5.0,3.0,2.0,2.0,6.0,2.0,2.0,0.0,22,구봉솔숲해수욕장,1,5.0,1059
1,30.0,4.0,3.0,1.0,2.0,4.0,6.0,2.0,5.0,2.0,1.0,9,서울세계불꽃축제,8,5.0,4442
0,20.0,1.0,2.0,1.0,7.0,4.0,6.0,5.0,2.0,9.0,1.0,9,허브아일랜드 산타마을,7,5.0,9682
1,20.0,4.0,1.0,1.0,4.0,4.0,2.0,3.0,7.0,1.0,1.0,12,홍대문화예술관광특구,3,5.0,9835
1,30.0,1.0,1.0,7.0,4.0,1.0,4.0,4.0,1.0,1.0,0.0,3,화성행궁광장,2,3.0,9902
1,20.0,1.0,2.0,4.0,2.0,1.0,4.0,4.0,3.0,3.0,1.0,2,나이키 포천소흘점,4,3.0,1550
0,20.0,4.0,4.0,4.0,1.0,2.0,2.0,1.0,7.0,2.0,0.0,23,코엑스,4,3.0,8744
0,40.0,3.0,3.0,5.0,2.0,3.0,5.0,5.0,3.0,8.0,1.0,6,블루스퀘어,3,4.0,3941
1,30.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,1.0,2,허브아일랜드,6,4.0,9679
1,30.0,2.0,3.0,2.0,6.0,2.0,3.0,6.0,5.0,1.0,0.0,4,홍대거리,4,3.0,9834
0,60.0,2.0,6.0,2.0,6.0,2.0,2.0,2.0,2.0,3.0,1.0,1,쌈지길,4,4.0,5494
1,30.0,7.0,1.0,1.0,1.0,7.0,7.0,2.0,4.0,1.0,0.0,2,망원시장,4,3.0,2978
1,30.0,4.0,1.0,3.0,3.0,4.0,3.0,2.0,7.0,5.0,0.0,3,코엑스,3,5.0,8744
1,20.0,7.0,4.0,3.0,4.0,3.0,7.0,6.0,3.0,2.0,0.0,6,을지로가구거리,4,5.0,7050
0,50.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,7.0,3.0,4,송도한옥마을,7,5.0,4981
0,20.0,2.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,1.0,6,행리단길,4,5.0,9649
0,40.0,2.0,5.0,4.0,3.0,3.0,6.0,6.0,4.0,1.0,0.0,9,파리공원,1,4.0,8993
0,20.0,2.0,2.0,2.0,4.0,6.0,5.0,3.0,3.0,1.0,2.0,28,매봉,1,4.0,2988
0,30.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,6.0,3.0,2.0,27,쉬자파크,1,5.0,5214
1,50.0,2.0,6.0,6.0,7.0,6.0,7.0,3.0,3.0,2.0,0.0,3,정암수목공원,7,5.0,7709
1,20.0,7.0,1.0,1.0,1.0,7.0,1.0,7.0,1.0,1.0,0.0,2,마이랜드,6,5.0,2907
0,60.0,4.0,1.0,2.0,2.0,4.0,4.0,4.0,3.0,7.0,0.0,13,수도국산 달동네박물관,2,5.0,5037
1,30.0,3.0,1.0,4.0,3.0,5.0,5.0,6.0,3.0,8.0,1.0,2,장안문,2,3.0,7524
0,20.0,6.0,1.0,4.0,5.0,6.0,6.0,7.0,7.0,3.0,1.0,6,메나미죠죠,4,5.0,3026
0,20.0,3.0,6.0,4.0,5.0,2.0,3.0,7.0,2.0,1.0,1.0,1,구월동로데오거리,4,4.0,1071
1,30.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,1.0,2.0,1,서울숲,3,5.0,4443
0,30.0,3.0,2.0,2.0,4.0,3.0,3.0,5.0,5.0,1.0,1.0,26,하늘공원,1,3.0,9256
0,40.0,6.0,3.0,4.0,2.0,2.0,4.0,6.0,2.0,2.0,1.0,23,청계천,1,4.0,8400
0,20.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,7.0,2.0,3.0,3,임진강댑싸리공원,1,5.0,7415
0,30.0,1.0,1.0,1.0,7.0,4.0,4.0,1.0,5.0,7.0,0.0,3,동대문종합시장 악세서리부자재시장,4,4.0,2434
1,20.0,6.0,2.0,2.0,6.0,2.0,6.0,2.0,4.0,10.0,0.0,1,세빛섬,1,5.0,4766
0,50.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,7.0,3.0,4,송도누리공원,1,4.0,4969
1,30.0,3.0,1.0,1.0,4.0,3.0,4.0,1.0,5.0,8.0,0.0,3,아쿠아플라넷 광교,6,2.0,5635
0,30.0,2.0,2.0,2.0,2.0,2.0,4.0,6.0,6.0,1.0,2.0,1,롯데몰 김포공항점,4,5.0,2759
0,50.0,2.0,2.0,3.0,3.0,6.0,6.0,2.0,5.0,2.0,1.0,3,월미도,1,4.0,6865
1,20.0,4.0,2.0,1.0,3.0,3.0,5.0,3.0,6.0,1.0,1.0,6,아이파크몰,4,4.0,5616
1,60.0,4.0,3.0,5.0,5.0,4.0,3.0,5.0,3.0,8.0,0.0,6,수원화성,2,5.0,5117
1,40.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,7.0,0.0,4,배다리성냥마을박물관,2,4.0,3515
1,20.0,2.0,7.0,6.0,4.0,2.0,5.0,3.0,2.0,8.0,0.0,4,서울숲,1,4.0,4443
0,20.0,5.0,6.0,3.0,2.0,2.0,5.0,6.0,2.0,7.0,1.0,6,토이쩔어스,4,5.0,8929
0,20.0,4.0,4.0,1.0,1.0,4.0,7.0,7.0,7.0,9.0,2.0,9,롯데에비뉴엘 본점,4,4.0,2827
0,20.0,5.0,5.0,5.0,3.0,5.0,3.0,6.0,6.0,1.0,0.0,3,뉴코아아울렛 동수원점,4,5.0,1849
0,20.0,5.0,3.0,3.0,4.0,3.0,6.0,7.0,4.0,1.0,3.0,26,이촌한강공원,1,5.0,7243
0,30.0,4.0,2.0,5.0,5.0,3.0,5.0,6.0,3.0,9.0,1.0,2,한강,1,5.0,9346
1,20.0,2.0,2.0,1.0,3.0,2.0,1.0,6.0,3.0,1.0,0.0,1,신세계백화점 본점,4,5.0,5390
1,60.0,1.0,4.0,4.0,5.0,5.0,6.0,5.0,5.0,3.0,2.0,21,독산성 세마대,2,4.0,2381
1,20.0,5.0,2.0,3.0,2.0,2.0,4.0,4.0,5.0,2.0,1.0,23,그랜드워커힐서울,3,4.0,1300
0,20.0,2.0,2.0,1.0,4.0,4.0,2.0,3.0,3.0,1.0,0.0,26,여의도한강공원,1,4.0,6054
1,30.0,7.0,4.0,6.0,3.0,3.0,5.0,5.0,3.0,3.0,1.0,6,평화의공원,1,5.0,9104
0,30.0,2.0,1.0,1.0,4.0,2.0,1.0,6.0,3.0,1.0,1.0,22,배곧생명공원,1,5.0,3510
1,20.0,4.0,3.0,1.0,4.0,5.0,4.0,2.0,4.0,6.0,0.0,5,흥인지문,2,3.0,10075
0,20.0,4.0,1.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,1.0,1,석촌호수수변무대,3,5.0,4570
0,20.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,4.0,3.0,2.0,2,에버랜드,6,3.0,5915
0,30.0,2.0,7.0,1.0,1.0,1.0,7.0,1.0,7.0,1.0,1.0,3,수원통닭거리,4,4.0,5114
0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,10,곤지암리조트 곤지암루지360,5,5.0,814
1,40.0,2.0,1.0,2.0,5.0,5.0,2.0,4.0,4.0,3.0,2.0,2,"안정로데오거리, 코코살사버거앤타코",4,5.0,5746
0,20.0,4.0,1.0,4.0,6.0,2.0,6.0,1.0,2.0,1.0,0.0,10,하피랜드,1,4.0,9332
0,30.0,2.0,2.0,1.0,6.0,7.0,1.0,2.0,3.0,7.0,0.0,2,롯데몰 김포공항점,4,5.0,2759
1,30.0,2.0,2.0,2.0,3.0,5.0,4.0,6.0,5.0,3.0,2.0,1,서울식물원,6,5.0,4457
1,40.0,4.0,2.0,1.0,2.0,4.0,4.0,1.0,3.0,8.0,5.0,3,청와대 대통령관저,2,4.0,8455
1,30.0,2.0,2.0,1.0,1.0,2.0,6.0,2.0,6.0,1.0,2.0,2,에버랜드,6,5.0,5915
0,20.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,7.0,3.0,3.0,1,제타플렉스,4,5.0,7934
0,20.0,4.0,1.0,1.0,2.0,2.0,6.0,7.0,7.0,2.0,0.0,6,마이아트뮤지엄,3,4.0,2911
0,20.0,4.0,1.0,1.0,5.0,4.0,5.0,7.0,6.0,1.0,1.0,1,융잡화점,4,5.0,7023
1,20.0,4.0,3.0,1.0,4.0,5.0,4.0,2.0,4.0,6.0,0.0,5,잠실종합운동장,5,5.0,7473
0,40.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,5.0,8,호명호수공원,1,4.0,9754
1,50.0,2.0,4.0,6.0,7.0,4.0,5.0,7.0,6.0,1.0,0.0,4,팟알,2,4.0,9045
1,50.0,4.0,2.0,2.0,4.0,4.0,3.0,4.0,2.0,2.0,1.0,3,고석정,1,4.0,726
1,20.0,4.0,2.0,2.0,6.0,5.0,5.0,6.0,3.0,7.0,1.0,3,효원공원 월화원,1,5.0,10032
